ReviewID MovieID Rating
121684 43 3
133845 10446 5
137250 126 5
192732 11 5
144981 140 1
132675 247 4
136071 54 3
144857 218 3
195733 173 1
137436 15155 2
145429 5114 2
145684 171 2
145876 135 1
142165 216 5
163901 94 5
145796 39 3
105070 110 2
146551 190 4
195252 26 4
157901 8 5
105035 89720 1
167304 120 5
143681 137 4
146174 166 3
195796 992815 3
105009 11 2
123297 2053 4
144882 177 5
123016 228 2
140509 88003 4
146549 128 2
135489 229650 2
124690 46 3
123339 22 4
145795 35198 3
188183 153 4
123549 1328 3
143724 109 4
145784 726628 4
146120 197 3
123933 36 1
146076 152 4
133774 110 5
139760 38 4
124349 169 3
145119 207 4
145925 139 4
123067 30 1
144905 33 3
144650 245 5
184781 109 5
145261 28 2
121677 103 2
124105 50 4
143611 134 5
141914 89720 4
137563 142 2
122848 239 3
179037 143 5
145763 27 4
145262 29 3
145890 26 1
189052 101 5
195426 89720 4
132728 1162 5
143693 182 4
143722 225 3
124629 41556 2
195658 171 3
145905 57 2
161425 175 5
193687 48 3
145032 166 3
120929 43 3
145927 173 3
146411 17324 4
195723 118 1
137678 236 4
123596 235 1
137615 33 3
173903 992815 3
194772 215 3
120926 57 3
146424 181 2
195565 187 4
140450 1212121 4
164711 45716 5
187992 131 4
134876 189 4
144853 47 3
145191 95 4
180355 175 5
145737 992815 3
143202 188 4
164718 135 4
193277 11155 4
145957 223 2
195017 1328 3
187114 173 5
134234 234 4
195732 240 4
181217 6319 5
124897 140 3
154704 250 5
135302 90 5
134169 113 3
189942 240 5
137304 231 3
143279 161 3
146550 174 2
141583 43 5
140767 11 4
121759 138 3
133507 499812 4
195224 145 4
170060 68 2
142155 34 4
121037 135 1
136802 15155 3
120862 109 3
133631 78 3
173046 199 5
139316 54 2
162641 86 4
141516 108 4
158550 214 1
143731 224 3
139003 214 3
138641 86 3
137190 83 3
143916 85 3
178001 178 3
144821 118 3
195493 122 5
187328 99 5
146394 109 2
139259 157 3
134756 213 3
132730 205 4
135304 238 2
133111 117 5
137371 169 5
180148 172 4
136320 46 5
191667 8 3
120955 154 1
143026 2711 2
140282 206 4
177350 26 5
191702 69 5
183079 10446 4
167282 4 4
137022 22116 4
137026 122 3
165827 184 4
145015 66217 3
145739 122 3
140096 1328 4
145896 154 2
167480 26 3
176306 65 3
167285 135 3
168086 146 2
195868 132281 5
138637 95 4
120840 166 4
160977 203 3
140823 175 3
164906 247 5
171387 187 5
187121 197 5
155749 43 3
160541 70 5
170516 6319 5
154927 97 4
176945 202 3
177138 57 4
139811 22116 3
138908 147 4
143894 37 3
136914 157 4
183729 220 5
180793 135 5
165822 56 4
143967 76 2
138857 192 3
155756 31 3
140629 61 4
163703 213 3
173214 84 4
160545 131 4
141629 220 4
187338 56181 3
136617 746 3
136912 70 4
165140 199 3
193282 235 5
160759 247 4
166231 130 4
181174 109954 4
159647 34 5
177124 66217 3
195850 101 4
167505 76 3
185916 146 4
183493 105 4
182073 190 5
166257 138 4
164073 59 4
142871 5114 3
184589 40 3
191005 39 3
155786 62713 4
159624 58 5
186715 39 3
140279 210 1
181673 232 3
141465 116 4
143144 166 2
134937 147 4
165341 102 3
190159 204 5
169197 101 3
173486 86 3
181871 60 5
161652 190 4
192074 196 3
193897 105 1
160768 133 4
155776 212 3
186117 83 4
176115 37 3
139433 190 5
171591 2711 2
194751 22116 4
185026 1162 3
143888 28 1
144999 235 1
162844 170 3
137914 123347 2
143929 77 2
176296 189 4
188188 11155 3
194503 35198 3
157932 165 3
192298 40 4
143215 12909 3
140824 22 5
163884 154 4
167938 87 5
162193 44819 5
160788 29 4
162392 64 5
166449 40001 3
173234 247 4
181634 158 3
181189 150 3
184790 196 3
185655 29 5
181204 85 3
187765 214 2
177132 69 3
154708 246 3
168089 119021 3
186721 147 4
180559 22116 4
168077 2711 5
143963 116 2
170527 229650 4
175892 193 4
195254 137 3
180347 703817 4
183738 175 3
183099 146 4
163872 238 4
166702 40 5
172559 17324 1
192095 56 3
189088 235 5
156794 2345 3
190976 2345 4
168966 188 5
186101 726628 4
191691 203 5
157706 116 5
161413 89720 3
158308 95 4
189736 156 5
142866 147 4
165814 67 4
187563 65 3
163907 179 4
135064 98 3
168293 193 3
158546 17324 3
186709 55 3
171173 26 4
190170 91 3
195015 205 4
136014 132281 5
170913 250 4
138451 236 5
174559 90 3
192527 11155 2
161000 30 1
187775 499812 4
170728 8 4
177599 187 4
175883 82 5
178239 228 4
193275 30 4
164506 195 5
154479 77 4
176703 48 4
165127 170 4
182893 1 5
180554 30 4
132981 140 4
162428 169 3
186532 248 5
162176 136 4
158126 195 2
162851 225 3
185206 188 3
165117 175 3
161218 6 5
192101 62713 5
164514 35198 5
142392 112585 3
120906 82 5
156633 212 5
175235 71 4
136615 6319 4
175682 220 3
170271 139 3
167494 499812 4
158793 163 4
164517 119021 5
177802 106 3
186524 105 4
155318 187 3
160758 70 3
191435 65 4
157928 138 4
188860 726628 4
189496 163 4
170255 84 4
154693 238 3
165340 80 3
166668 992815 3
176101 142 5
181877 80 3
137028 101 3
178232 51 4
191905 19178 4
190768 174 3
188616 9 4
161663 103 5
185438 992815 4
177356 185 4
186300 141 4
164100 246 4
159416 11155 5
165349 119021 4
195532 746 3
162435 7902 4
160072 75 3
188850 214 5
184370 239 2
138700 93 4
159210 227 3
161192 217 4
164089 95 5
160787 119021 3
185431 143 3
192516 156761 4
154720 99 3
181195 70 5
165339 198 5
155127 145 3
180349 138 4
156410 187 3
169400 44819 2
155334 36 4
176947 158 3
180375 150 3
105037 244 2
180752 28 3
184772 90 5
173006 131 5
158123 2345 3
164122 40 3
189531 127 3
156825 229650 4
159651 153 4
174335 218 4
159668 89720 5
173242 175 4
173471 200 4
170950 244 5
157700 207 3
154740 1329 5
159015 40001 5
134233 207 4
166698 94 4
156810 123 4
188391 179 3
163692 238 3
190407 26 4
168740 142 3
165323 170 3
162162 126 4
142808 7902 4
185419 157 3
164683 122 4
183723 1212121 5
171594 144 3
194130 136 3
172563 242 3
165585 244 4
133839 52099 4
182297 78 2
169876 32 5
185442 117 5
178632 199 4
156608 25 3
139140 134 5
168944 92 2
172794 67 3
155768 124 4
182088 88003 4
155801 198 4
192319 237 4
136326 39 3
163435 8 2
187129 10446 3
156593 144 5
172047 120 4
188658 174 5
140273 202 3
136848 95 3
194122 5114 4
146251 36 5
142514 19178 2
134398 199 4
162177 206 5
181663 148 2
145227 186 3
155118 141 4
190371 46 3
193478 78 3
178845 239 4
186105 247 4
194770 2711 5
179689 17 5
136442 121 5
155967 5114 4
165330 137 5
174795 1 4
171363 224 4
177998 223 3
165547 55 4
177823 124 5
161195 60 2
135244 147 2
156437 118 4
166456 6319 3
192500 112585 3
188400 67 4
142515 75 5
190558 143 5
173262 109 3
161188 59 3
134691 244 3
177799 70 3
189746 57 5
160062 181 4
170704 19178 3
156626 54 3
169141 10446 5
136013 217 5
189280 45716 3
183299 246 3
167504 242 5
193266 6319 2
134875 245 2
167486 56181 5
182327 48 4
155992 186 3
158995 120 4
173448 157 3
175007 31 3
195262 190 5
170518 202 4
169191 135 3
167709 201 3
184573 187 2
173010 746 5
157445 236 5
195249 125 5
181429 171 5
154485 41556 3
176929 59 3
121382 235 3
192693 87 3
156219 75 4
158353 499812 3
159642 158 4
167474 163 4
178448 189 4
188839 48 4
194351 64 4
194791 154 4
170260 4 3
155970 14 5
158326 1 4
165333 40 3
180158 219 3
193510 6319 3
162181 85 4
157929 2711 3
142399 65 4
169407 132281 5
181186 77 3
145759 120 4
172785 140 3
191210 190 4
165337 213 2
188222 199 5
138453 22116 4
187963 41556 3
156419 236 4
155528 184 3
136792 205 2
120816 241 3
167087 6319 5
171365 242 3
190775 242 2
159431 41556 3
140939 150 5
175872 29 3
155154 169 2
139822 142007 3
194793 34 4
178206 156761 5
179696 2053 5
164702 195 5
165110 199 4
159652 62713 3
135364 4 3
171163 136 4
156610 37 5
160073 355 3
136555 246 4
157447 67 1
193946 185 4
